date,description,amount,type,category,explanation
2022-06-20,DEBIT PURCHASE 19/06/22 xx-0411 UNITY PHARMACY,-35.0,Withdrawal,Health,Payment for skincare products at Unity Pharmacy.
2022-06-30,FAST PAYMENT TO CHIROPRACTOR,-75.0,Withdrawal,Health,Payment for a chiropractic session.
2022-07-05,GIRO PAYMENT TO PRUDENTIAL INSURANCE,-120.0,Withdrawal,Health,Monthly insurance premium payment to Prudential.
2022-07-10,DEBIT PURCHASE 09/07/22 xx-0411 WATSONS,-45.0,Withdrawal,Health,Payment for skincare products at Watsons.
2022-07-15,FAST PAYMENT TO DENTAL CLINIC,-80.0,Withdrawal,Health,Payment for a dental check-up.
2022-07-20,DEBIT PURCHASE 19/07/22 xx-0411 GUARDIAN PHARMACY,-30.0,Withdrawal,Health,Payment for over-the-counter medicines at Guardian Pharmacy.
2022-07-30,FAST PAYMENT TO PHYSIOTHERAPIST,-60.0,Withdrawal,Health,Payment for a physiotherapy session.
2022-08-05,GIRO PAYMENT TO PRUDENTIAL INSURANCE,-120.0,Withdrawal,Health,Monthly insurance premium payment to Prudential.
2022-08-10,DEBIT PURCHASE 09/08/22 xx-0411 WATSONS,-50.0,Withdrawal,Health,Payment for health supplements at Watsons.
2022-08-15,FAST PAYMENT TO DENTAL CLINIC,-80.0,Withdrawal,Health,Payment for a dental cleaning.
2022-08-20,DEBIT PURCHASE 19/08/22 xx-0411 UNITY PHARMACY,-30.0,Withdrawal,Health,Payment for prescribed medications at Unity Pharmacy.
2022-08-30,FAST PAYMENT TO GENERAL PRACTITIONER,-45.0,Withdrawal,Health,Payment for a general health check-up at the clinic.
2022-09-05,GIRO PAYMENT TO PRUDENTIAL INSURANCE,-120.0,Withdrawal,Health,Monthly insurance premium payment to Prudential.
2022-09-10,DEBIT PURCHASE 09/09/22 xx-0411 WATSONS,-45.0,Withdrawal,Health,Payment for personal care products at Watsons.
2022-09-15,FAST PAYMENT TO DENTAL CLINIC,-80.0,Withdrawal,Health,Payment for a dental filling procedure.
2022-09-20,DEBIT PURCHASE 19/09/22 xx-0411 GUARDIAN PHARMACY,-35.0,Withdrawal,Health,Payment for skincare products at Guardian Pharmacy.
2022-09-30,FAST PAYMENT TO CHIROPRACTOR,-75.0,Withdrawal,Health,Payment for a chiropractic session.
2022-10-05,GIRO PAYMENT TO PRUDENTIAL INSURANCE,-120.0,Withdrawal,Health,Monthly insurance premium payment to Prudential.
2022-10-10,DEBIT PURCHASE 09/10/22 xx-0411 WATSONS,-42.0,Withdrawal,Health,Payment for skincare products at Watsons.
2022-10-15,FAST PAYMENT TO DENTAL CLINIC,-80.0,Withdrawal,Health,Payment for a dental check-up.
2022-10-20,DEBIT PURCHASE 19/10/22 xx-0411 UNITY PHARMACY,-30.0,Withdrawal,Health,Payment for over-the-counter medicines at Unity Pharmacy.
2022-10-30,FAST PAYMENT TO PHYSIOTHERAPIST,-60.0,Withdrawal,Health,Payment for a physiotherapy session.
2022-11-05,GIRO PAYMENT TO PRUDENTIAL INSURANCE,-120.0,Withdrawal,Health,Monthly insurance premium payment to Prudential.
2022-11-10,DEBIT PURCHASE 09/11/22 xx-0411 WATSONS,-50.0,Withdrawal,Health,Payment for health supplements at Watsons.
2022-11-15,FAST PAYMENT TO DENTAL CLINIC,-80.0,Withdrawal,Health,Payment for a dental cleaning.
2022-11-20,DEBIT PURCHASE 19/11/22 xx-0411 GUARDIAN PHARMACY,-30.0,Withdrawal,Health,Payment for prescribed medications at Guardian Pharmacy.
2022-11-30,FAST PAYMENT TO GENERAL PRACTITIONER,-45.0,Withdrawal,Health,Payment for a general health check-up at the clinic.
2022-12-05,GIRO PAYMENT TO PRUDENTIAL INSURANCE,-120.0,Withdrawal,Health,Monthly insurance premium payment to Prudential.
2022-12-10,DEBIT PURCHASE 09/12/22 xx-0411 WATSONS,-45.0,Withdrawal,Health,Payment for personal care products at Watsons.
2022-12-15,FAST PAYMENT TO DENTAL CLINIC,-80.0,Withdrawal,Health,Payment for a dental filling procedure.
2022-12-20,DEBIT PURCHASE 19/12/22 xx-0411 UNITY PHARMACY,-35.0,Withdrawal,Health,Payment for skincare products at Unity Pharmacy.
2022-12-30,FAST PAYMENT TO CHIROPRACTOR,-75.0,Withdrawal,Health,Payment for a chiropractic session.
2023-01-01,DEBIT PURCHASE 31/12/22 xx-1234 PHARMACY@CENTRAL,-35.9,Withdrawal,Health,Payment for medication at a local pharmacy using a debit card.
2023-01-13,GIRO PAYMENT 12/01/23 xx-5678 HEALTH INSURANCE,-120.0,Withdrawal,Health,Monthly health insurance premium payment via GIRO.
2023-01-25,DEBIT PURCHASE 24/01/23 xx-9012 DENTIST@WEST,-80.0,Withdrawal,Health,Payment for a dental checkup.
2023-02-02,DEBIT PURCHASE 01/02/23 xx-3456 EYECARE@NORTH,-150.0,Withdrawal,Health,Payment for an eye test and glasses.
2023-02-15,DEBIT PURCHASE 14/02/23 xx-7890 WELLNESS CLINIC,-60.0,Withdrawal,Health,Payment for a consultation at a wellness clinic.
2023-03-01,GIRO PAYMENT 28/02/23 xx-1234 HEALTH INSURANCE,-120.0,Withdrawal,Health,Monthly health insurance premium payment via GIRO.
2023-03-16,DEBIT PURCHASE 15/03/23 xx-5678 PHARMACY@EAST,-25.0,Withdrawal,Health,Payment for over-the-counter medication at a pharmacy.
2023-04-01,GIRO PAYMENT 31/03/23 xx-9012 HEALTH INSURANCE,-120.0,Withdrawal,Health,Monthly health insurance premium payment via GIRO.
2023-04-14,DEBIT PURCHASE 13/04/23 xx-3456 DENTIST@SOUTH,-150.0,Withdrawal,Health,Payment for a dental procedure.
2023-05-01,GIRO PAYMENT 30/04/23 xx-7890 HEALTH INSURANCE,-120.0,Withdrawal,Health,Monthly health insurance premium payment via GIRO.
2023-05-20,DEBIT PURCHASE 19/05/23 xx-1234 PHARMACY@CENTRAL,-45.0,Withdrawal,Health,Payment for vitamins and supplements at a pharmacy.
2023-06-01,GIRO PAYMENT 31/05/23 xx-5678 HEALTH INSURANCE,-120.0,Withdrawal,Health,Monthly health insurance premium payment via GIRO.
2023-06-14,DEBIT PURCHASE 13/06/23 xx-9012 PHYSIOTHERAPY CLINIC,-75.0,Withdrawal,Health,Payment for a session at a physiotherapy clinic.
2023-07-01,GIRO PAYMENT 30/06/23 xx-3456 HEALTH INSURANCE,-120.0,Withdrawal,Health,Monthly health insurance premium payment via GIRO.
2023-07-17,DEBIT PURCHASE 16/07/23 xx-7890 PHARMACY@WEST,-30.0,Withdrawal,Health,Payment for prescription medication.
2023-08-01,GIRO PAYMENT 31/07/23 xx-1234 HEALTH INSURANCE,-120.0,Withdrawal,Health,Monthly health insurance premium payment via GIRO.
2023-01-01,SALARY PAYMENT,3500.0,Deposit,Income,Monthly salary credited to the bank account.
2023-01-15,FREELANCE PAYMENT,500.0,Deposit,Income,Payment for freelance work.
2023-02-01,SALARY PAYMENT,3500.0,Deposit,Income,Monthly salary credited to the bank account.
2023-02-20,INTEREST CREDITED,25.0,Deposit,Income,Interest earned from savings account.
2023-03-01,SALARY PAYMENT,3500.0,Deposit,Income,Monthly salary credited to the bank account.
2023-03-31,GOVERNMENT TRANSFER,600.0,Deposit,Income,Government support funds.
2023-04-01,SALARY PAYMENT,3500.0,Deposit,Income,Monthly salary credited to the bank account.
2023-04-15,FREELANCE PAYMENT,500.0,Deposit,Income,Payment for freelance work.
2023-05-01,SALARY PAYMENT,3500.0,Deposit,Income,Monthly salary credited to the bank account.
2023-05-20,INTEREST CREDITED,25.0,Deposit,Income,Interest earned from savings account.
2023-06-01,SALARY PAYMENT,3500.0,Deposit,Income,Monthly salary credited to the bank account.
2023-06-30,GOVERNMENT TRANSFER,600.0,Deposit,Income,Government support funds.
2023-07-01,SALARY PAYMENT,3500.0,Deposit,Income,Monthly salary credited to the bank account.
2023-07-15,FREELANCE PAYMENT,500.0,Deposit,Income,Payment for freelance work.
2023-08-01,SALARY PAYMENT,3500.0,Deposit,Income,Monthly salary credited to the bank account.
2023-08-20,INTEREST CREDITED,25.0,Deposit,Income,Interest earned from savings account.
2023-09-01,SALARY PAYMENT,3500.0,Deposit,Income,Monthly salary credited to the bank account.
2023-09-30,GOVERNMENT TRANSFER,600.0,Deposit,Income,Government support funds.
2023-10-01,SALARY PAYMENT,3500.0,Deposit,Income,Monthly salary credited to the bank account.
2023-10-15,FREELANCE PAYMENT,500.0,Deposit,Income,Payment for freelance work.
2023-11-01,SALARY PAYMENT,3500.0,Deposit,Income,Monthly salary credited to the bank account.
2023-11-20,INTEREST CREDITED,25.0,Deposit,Income,Interest earned from savings account.
2023-12-01,SALARY PAYMENT,3500.0,Deposit,Income,Monthly salary credited to the bank account.
2023-12-31,GOVERNMENT TRANSFER,600.0,Deposit,Income,Government support funds.
2023-01-31,FREELANCE PAYMENT,500.0,Deposit,Income,Payment for freelance work.
2023-02-28,FREELANCE PAYMENT,500.0,Deposit,Income,Payment for freelance work.
2023-03-31,FREELANCE PAYMENT,500.0,Deposit,Income,Payment for freelance work.
2023-04-30,FREELANCE PAYMENT,500.0,Deposit,Income,Payment for freelance work.
2023-05-31,FREELANCE PAYMENT,500.0,Deposit,Income,Payment for freelance work.
2023-06-30,FREELANCE PAYMENT,500.0,Deposit,Income,Payment for freelance work.
2023-07-31,FREELANCE PAYMENT,500.0,Deposit,Income,Payment for freelance work.
2023-08-31,FREELANCE PAYMENT,500.0,Deposit,Income,Payment for freelance work.
2023-09-30,FREELANCE PAYMENT,500.0,Deposit,Income,Payment for freelance work.
2023-10-31,FREELANCE PAYMENT,500.0,Deposit,Income,Payment for freelance work.
2023-11-30,FREELANCE PAYMENT,500.0,Deposit,Income,Payment for freelance work.
2023-01-15,INTEREST CREDITED,25.0,Deposit,Income,Interest earned from savings account.
2023-03-15,INTEREST CREDITED,25.0,Deposit,Income,Interest earned from savings account.
2023-05-15,INTEREST CREDITED,25.0,Deposit,Income,Interest earned from savings account.
2023-07-15,INTEREST CREDITED,25.0,Deposit,Income,Interest earned from savings account.
2023-09-15,INTEREST CREDITED,25.0,Deposit,Income,Interest earned from savings account.
2023-11-15,INTEREST CREDITED,25.0,Deposit,Income,Interest earned from savings account.
2023-02-15,GOVERNMENT TRANSFER,600.0,Deposit,Income,Government support funds.
2023-04-15,GOVERNMENT TRANSFER,600.0,Deposit,Income,Government support funds.
2023-06-15,GOVERNMENT TRANSFER,600.0,Deposit,Income,Government support funds.
2023-08-15,GOVERNMENT TRANSFER,600.0,Deposit,Income,Government support funds.
2023-10-15,GOVERNMENT TRANSFER,600.0,Deposit,Income,Government support funds.
2023-12-15,GOVERNMENT TRANSFER,600.0,Deposit,Income,Government support funds.
2023-01-01,SALARY CREDIT,4500.0,Deposit,Income,Monthly salary credited into bank account.
2023-02-01,SALARY CREDIT,4500.0,Deposit,Income,Monthly salary credited into bank account.
2023-03-01,SALARY CREDIT,4500.0,Deposit,Income,Monthly salary credited into bank account.
2023-04-01,SALARY CREDIT,4500.0,Deposit,Income,Monthly salary credited into bank account.
2023-05-01,SALARY CREDIT,4500.0,Deposit,Income,Monthly salary credited into bank account.
2023-06-01,SALARY CREDIT,4500.0,Deposit,Income,Monthly salary credited into bank account.
2023-07-01,SALARY CREDIT,4500.0,Deposit,Income,Monthly salary credited into bank account.
2023-08-01,SALARY CREDIT,4500.0,Deposit,Income,Monthly salary credited into bank account.
2023-09-01,SALARY CREDIT,4500.0,Deposit,Income,Monthly salary credited into bank account.
2023-10-01,SALARY CREDIT,4500.0,Deposit,Income,Monthly salary credited into bank account.
2023-11-01,SALARY CREDIT,4500.0,Deposit,Income,Monthly salary credited into bank account.
2023-12-01,SALARY CREDIT,4500.0,Deposit,Income,Monthly salary credited into bank account.
2023-01-15,FREELANCE INCOME,200.0,Deposit,Income,Payment for freelance work received.
2023-02-15,FREELANCE INCOME,200.0,Deposit,Income,Payment for freelance work received.
2023-03-15,FREELANCE INCOME,200.0,Deposit,Income,Payment for freelance work received.
2023-04-15,FREELANCE INCOME,200.0,Deposit,Income,Payment for freelance work received.
2023-05-15,FREELANCE INCOME,200.0,Deposit,Income,Payment for freelance work received.
2023-06-15,FREELANCE INCOME,200.0,Deposit,Income,Payment for freelance work received.
2023-07-15,FREELANCE INCOME,200.0,Deposit,Income,Payment for freelance work received.
2023-08-15,FREELANCE INCOME,200.0,Deposit,Income,Payment for freelance work received.
2023-09-15,FREELANCE INCOME,200.0,Deposit,Income,Payment for freelance work received.
2023-10-15,FREELANCE INCOME,200.0,Deposit,Income,Payment for freelance work received.
2023-11-15,FREELANCE INCOME,200.0,Deposit,Income,Payment for freelance work received.
2023-12-15,FREELANCE INCOME,200.0,Deposit,Income,Payment for freelance work received.
2023-01-10,INTEREST CREDITED,50.0,Deposit,Income,Monthly interest credited from savings account.
2023-02-10,INTEREST CREDITED,50.0,Deposit,Income,Monthly interest credited from savings account.
2023-03-10,INTEREST CREDITED,50.0,Deposit,Income,Monthly interest credited from savings account.
2023-04-10,INTEREST CREDITED,50.0,Deposit,Income,Monthly interest credited from savings account.
2023-05-10,INTEREST CREDITED,50.0,Deposit,Income,Monthly interest credited from savings account.
2023-06-10,INTEREST CREDITED,50.0,Deposit,Income,Monthly interest credited from savings account.
2023-07-10,INTEREST CREDITED,50.0,Deposit,Income,Monthly interest credited from savings account.
2023-08-10,INTEREST CREDITED,50.0,Deposit,Income,Monthly interest credited from savings account.
2023-09-10,INTEREST CREDITED,50.0,Deposit,Income,Monthly interest credited from savings account.
2023-10-10,INTEREST CREDITED,50.0,Deposit,Income,Monthly interest credited from savings account.
2023-11-10,INTEREST CREDITED,50.0,Deposit,Income,Monthly interest credited from savings account.
2023-12-10,INTEREST CREDITED,50.0,Deposit,Income,Monthly interest credited from savings account.
2023-01-25,GOVERNMENT TRANSFER,300.0,Deposit,Income,Government financial support received.
2023-02-25,GOVERNMENT TRANSFER,300.0,Deposit,Income,Government financial support received.
2023-03-25,GOVERNMENT TRANSFER,300.0,Deposit,Income,Government financial support received.
2023-04-25,GOVERNMENT TRANSFER,300.0,Deposit,Income,Government financial support received.
2023-05-25,GOVERNMENT TRANSFER,300.0,Deposit,Income,Government financial support received.
2023-06-25,GOVERNMENT TRANSFER,300.0,Deposit,Income,Government financial support received.
2023-07-25,GOVERNMENT TRANSFER,300.0,Deposit,Income,Government financial support received.
2023-08-25,GOVERNMENT TRANSFER,300.0,Deposit,Income,Government financial support received.
2023-09-25,GOVERNMENT TRANSFER,300.0,Deposit,Income,Government financial support received.
2023-10-25,GOVERNMENT TRANSFER,300.0,Deposit,Income,Government financial support received.
2023-11-25,GOVERNMENT TRANSFER,300.0,Deposit,Income,Government financial support received.
2023-12-25,GOVERNMENT TRANSFER,300.0,Deposit,Income,Government financial support received.
2023-01-01,SALARY CREDIT,5000.0,Deposit,Income,Monthly salary credited into the bank account.
2023-01-15,INTEREST CREDIT,15.5,Deposit,Income,Interest earned on savings account.
2023-02-01,SALARY CREDIT,5000.0,Deposit,Income,Monthly salary credited into the bank account.
2023-02-15,INTEREST CREDIT,16.0,Deposit,Income,Interest earned on savings account.
2023-03-01,SALARY CREDIT,5000.0,Deposit,Income,Monthly salary credited into the bank account.
2023-03-15,INTEREST CREDIT,16.5,Deposit,Income,Interest earned on savings account.
2023-04-01,SALARY CREDIT,5000.0,Deposit,Income,Monthly salary credited into the bank account.
2023-04-15,INTEREST CREDIT,17.0,Deposit,Income,Interest earned on savings account.
2023-05-01,SALARY CREDIT,5000.0,Deposit,Income,Monthly salary credited into the bank account.
2023-05-15,INTEREST CREDIT,17.5,Deposit,Income,Interest earned on savings account.
2023-06-01,SALARY CREDIT,5000.0,Deposit,Income,Monthly salary credited into the bank account.
2023-06-15,INTEREST CREDIT,18.0,Deposit,Income,Interest earned on savings account.
2023-07-01,SALARY CREDIT,5000.0,Deposit,Income,Monthly salary credited into the bank account.
2023-07-15,INTEREST CREDIT,18.5,Deposit,Income,Interest earned on savings account.
2023-08-01,SALARY CREDIT,5000.0,Deposit,Income,Monthly salary credited into the bank account.
2023-08-15,INTEREST CREDIT,19.0,Deposit,Income,Interest earned on savings account.
2023-09-01,SALARY CREDIT,5000.0,Deposit,Income,Monthly salary credited into the bank account.
2023-09-15,INTEREST CREDIT,19.5,Deposit,Income,Interest earned on savings account.
2023-10-01,SALARY CREDIT,5000.0,Deposit,Income,Monthly salary credited into the bank account.
2023-10-15,INTEREST CREDIT,20.0,Deposit,Income,Interest earned on savings account.
2023-11-01,SALARY CREDIT,5000.0,Deposit,Income,Monthly salary credited into the bank account.
2023-11-15,INTEREST CREDIT,20.5,Deposit,Income,Interest earned on savings account.
2023-12-01,SALARY CREDIT,5000.0,Deposit,Income,Monthly salary credited into the bank account.
2023-12-15,INTEREST CREDIT,21.0,Deposit,Income,Interest earned on savings account.
2023-01-20,FREELANCE PAYMENT,500.0,Deposit,Income,Payment received for freelance work.
2023-02-20,FREELANCE PAYMENT,500.0,Deposit,Income,Payment received for freelance work.
2023-03-20,FREELANCE PAYMENT,500.0,Deposit,Income,Payment received for freelance work.
2023-04-20,FREELANCE PAYMENT,500.0,Deposit,Income,Payment received for freelance work.
2023-05-20,FREELANCE PAYMENT,500.0,Deposit,Income,Payment received for freelance work.
2023-06-20,FREELANCE PAYMENT,500.0,Deposit,Income,Payment received for freelance work.
2023-07-20,FREELANCE PAYMENT,500.0,Deposit,Income,Payment received for freelance work.
2023-08-20,FREELANCE PAYMENT,500.0,Deposit,Income,Payment received for freelance work.
2023-09-20,FREELANCE PAYMENT,500.0,Deposit,Income,Payment received for freelance work.
2023-10-20,FREELANCE PAYMENT,500.0,Deposit,Income,Payment received for freelance work.
2023-11-20,FREELANCE PAYMENT,500.0,Deposit,Income,Payment received for freelance work.
2023-12-20,FREELANCE PAYMENT,500.0,Deposit,Income,Payment received for freelance work.
2023-02-01,GOVERNMENT TRANSFER,100.0,Deposit,Income,Government financial aid received.
2023-04-01,GOVERNMENT TRANSFER,100.0,Deposit,Income,Government financial aid received.
2023-06-01,GOVERNMENT TRANSFER,100.0,Deposit,Income,Government financial aid received.
2023-08-01,GOVERNMENT TRANSFER,100.0,Deposit,Income,Government financial aid received.
2023-10-01,GOVERNMENT TRANSFER,100.0,Deposit,Income,Government financial aid received.
2023-12-01,GOVERNMENT TRANSFER,100.0,Deposit,Income,Government financial aid received.
2023-01-01,SALARY CREDIT,4500.0,Deposit,Income,Monthly salary credited into the account.
2023-01-05,GIRO PAYMENT,-200.0,Withdrawal,Income,Monthly installment for the car loan.
2023-01-07,DEBIT PURCHASE AMAZON,-30.0,Withdrawal,Income,Payment for a book purchased on Amazon.
2023-01-10,FAST PAYMENT RECEIVED,50.0,Deposit,Income,Payment received for a freelance project.
2023-01-15,DEBIT PURCHASE NTUC,-80.0,Withdrawal,Income,Payment for groceries at NTUC.
2023-01-20,SALARY CREDIT,4500.0,Deposit,Income,Monthly salary credited into the account.
2023-01-25,DEBIT PURCHASE GRAB,-20.0,Withdrawal,Income,Payment for a Grab ride.
2023-01-30,GIRO PAYMENT,-200.0,Withdrawal,Income,Monthly installment for the car loan.
2023-02-01,SALARY CREDIT,4500.0,Deposit,Income,Monthly salary credited into the account.
2023-02-05,DEBIT PURCHASE ZARA,-100.0,Withdrawal,Income,Payment for a dress purchased at Zara.
2023-02-10,GIRO PAYMENT,-200.0,Withdrawal,Income,Monthly installment for the car loan.
2023-02-15,FAST PAYMENT RECEIVED,50.0,Deposit,Income,Payment received for a freelance project.
2023-02-20,SALARY CREDIT,4500.0,Deposit,Income,Monthly salary credited into the account.
2023-02-25,DEBIT PURCHASE NTUC,-80.0,Withdrawal,Income,Payment for groceries at NTUC.
2023-02-28,GIRO PAYMENT,-200.0,Withdrawal,Income,Monthly installment for the car loan.
2023-03-01,SALARY CREDIT,4500.0,Deposit,Income,Monthly salary credited into the account.
2023-03-05,DEBIT PURCHASE GRAB,-20.0,Withdrawal,Income,Payment for a Grab ride.
2023-03-10,GIRO PAYMENT,-200.0,Withdrawal,Income,Monthly installment for the car loan.
2023-03-15,FAST PAYMENT RECEIVED,50.0,Deposit,Income,Payment received for a freelance project.
2023-03-20,SALARY CREDIT,4500.0,Deposit,Income,Monthly salary credited into the account.
2023-03-25,DEBIT PURCHASE ZARA,-100.0,Withdrawal,Income,Payment for a dress purchased at Zara.
2023-03-30,GIRO PAYMENT,-200.0,Withdrawal,Income,Monthly installment for the car loan.
2023-04-01,SALARY CREDIT,4500.0,Deposit,Income,Monthly salary credited into the account.
2023-04-05,DEBIT PURCHASE NTUC,-80.0,Withdrawal,Income,Payment for groceries at NTUC.
2023-04-10,GIRO PAYMENT,-200.0,Withdrawal,Income,Monthly installment for the car loan.
2023-04-15,FAST PAYMENT RECEIVED,50.0,Deposit,Income,Payment received for a freelance project.
2023-04-20,SALARY CREDIT,4500.0,Deposit,Income,Monthly salary credited into the account.
2023-04-25,DEBIT PURCHASE GRAB,-20.0,Withdrawal,Income,Payment for a Grab ride.
2023-04-30,GIRO PAYMENT,-200.0,Withdrawal,Income,Monthly installment for the car loan.
2023-05-01,SALARY CREDIT,4500.0,Deposit,Income,Monthly salary credited into the account.
2023-05-05,DEBIT PURCHASE ZARA,-100.0,Withdrawal,Income,Payment for a dress purchased at Zara.
2023-05-10,GIRO PAYMENT,-200.0,Withdrawal,Income,Monthly installment for the car loan.
2023-05-15,FAST PAYMENT RECEIVED,50.0,Deposit,Income,Payment received for a freelance project.
2023-05-20,SALARY CREDIT,4500.0,Deposit,Income,Monthly salary credited into the account.
2023-05-25,DEBIT PURCHASE NTUC,-80.0,Withdrawal,Income,Payment for groceries at NTUC.
